MP_id,Formula,Ref_index (1),Ref_index (2),Ref_index (3),GGA direct band gap (eV),Effective_frequency (eV),Average_optical_gap (eV),effective_mass_valence,effective_mass_conduction,effective_mass_transition
mp-23384,LiIO3,1.81643880986947,1.78908388288532,1.78908388288532,3.7651,11.2469394708056,8.60406511328173,9.51226648848637,3.28526429416029,0.409516929829023
mp-541285,Th(TeO3)2,2.12106547282256,2.04497621746562,2.10804338902215,3.6292,11.7232478708792,7.8164299225782,8.80273178202028,3.38730995638171,0.408820612741462
mp-20205,Yb2Cu2O5,2.14000900932683,3.17513707105693,2.54902815402263,0.9319,8.83692013321419,4.89831245699729,22.2459087412,14.8635195041565,0.112230902285361
mp-28950,P4N6O,1.8660555806299,1.97218961816556,1.83505688740159,4.6404,15.4502259274132,11.2703698343602,8.93066784451491,0.883006632312058,1.24446803369671
mp-31067,Nd(ClO4)3,1.60422966871954,1.60422969677038,1.65757618829422,4.9286,12.9515687455525,11.0030040249266,31.7851120762042,2.03460982395357,0.522955997231926
mp-5800,Sm3Ga5O12,2.0527270568685,2.05272713481359,2.05272712019888,3.1576,18.0787886424589,12.2509019802667,6.59177103772727,0.3144169970421,3.33219393281579
mp-559304,Er2Te5O13,2.13764119767561,2.10422778947527,2.13136526667768,3.0257,12.9321117775237,8.50690589625055,3.95073562245911,3.44839578267129,0.543107333038834
mp-654139,Nd2Ti4O11,2.35665277883697,2.25634701010283,2.32898865175423,3.1567,11.4271268011937,6.99769510919619,7.16523615254496,12.6144016038383,0.218837211248423
mp-28599,Na4Br2O,1.73275989969759,1.73273675727157,1.73138927454227,1.9824,10.8961895879525,8.64709083681373,42.8195957586772,0.331151430107241,3.04312030847042
mp-4350,La2(SeO3)3,1.95774113457321,1.9770260822761,1.9204899296794,3.5808,10.0008270178282,7.08763401607869,6.10614872649168,11.0435495673089,0.254319945127347
mp-30989,Sn(NO3)4,1.51442418760399,1.50177229965132,1.49332572133477,3.6378,10.2380492796881,9.48012610750741,199.430641815739,8.87069115686406,0.117745062115895
mp-11691,Nd2HgO4,2.11606137198334,2.25570877996252,2.14888079008585,2.2487,13.7356470974243,8.86135407661773,7.08876209974547,1.51791440450575,0.799867029835338
mp-5156,ThP2O7,1.61392514696314,1.61392514696314,1.61392514696314,5.4026,11.0821739681594,9.4657589378176,15.1869627285289,237.118231084101,0.070063256174129
mp-559613,K6Se2O9,1.61475386359655,1.61475386359655,1.6412937366602,1.6318,11.397320732422,9.67241050735858,62.0628954089356,0.633838018360676,1.59380283961069
mp-23357,Sr2Bi2O5,2.08936216822264,2.1704480505186,2.00922473606115,2.2761,11.6979442779863,7.80499010271742,10.3361488546916,3.15984110252618,0.413219442349247
mp-30301,LiClO4,1.5267036483876,1.52056324103932,1.52541960784566,5.7654,12.9384299558111,11.7850574394457,14.8193709578107,0.978921332531612,1.08901179227611
mp-4867,CaAl4O7,1.69712325421579,1.66978460886427,1.66724057352261,3.9982,14.3034884490382,11.724166440281,26.7427857858103,0.433608671687722,2.34362020202109
mp-5152,La2SiO5,1.98443836387024,1.95142818725158,1.9509897360058,4.4685,10.5195788847411,7.41916023164154,4.05307466215988,186.97219335245,0.252074660503019
mp-29215,Te4P2O13,2.082195730473,2.08665294670676,2.07619478854948,3.0667,13.5720980517314,9.08555230922756,3.56779114798999,8.54609451532992,0.397297978255166
mp-5836,ThSiO4,1.92321912428095,1.94819349655007,1.93094148280055,4.9303,12.659552227311,9.0460412873597,2.19583008503338,3.83044353610266,0.716475016077808
mp-559213,CsIn3O5,2.13949279503344,2.00896717992107,2.09532358837484,1.5643,16.4211383974634,10.9947042627574,11.1050207389829,0.273385272239718,3.74789087996597
mp-10251,LiDyO2,1.9157557438254,1.92552107493011,1.9439386024255,3.9643,13.3303935322079,9.551100281613,7.33726628284721,0.46652526816489,2.27979716068699
mp-5598,Sm2SO2,2.28829995629944,2.28829979679237,2.28147484754928,3.4187,14.7666107110788,9.1335740718389,1.86204476703134,0.693164116641966,1.97970380769797
mp-17922,Ca2P2O7,1.63808943589781,1.64861308074393,1.64677144740853,5.5335,14.1783264539799,11.8696678205884,17.7586392061606,0.530678863181389,1.94068942205278
mp-557738,Li3BiO4,2.38299394040354,2.22746429601015,2.22746429601015,1.2786,11.1560501602134,6.91711124808381,4.79487575213555,0.54058375506606,2.05840808771868
mp-505799,P2Pb3O8,1.98766383475677,1.99452892934648,1.99952519363973,3.4156,16.3549575115193,11.3707278537781,3.4385142977573,0.814861907304993,1.51802507887962
mp-684018,SrB8O13,1.61120919498369,1.59631051803839,1.61983914324849,5.5774,15.0431036058014,12.8905640348302,323.208729143806,0.593096254646704,1.68916093742798
mp-7404,Na3SbO4,1.87765669918652,1.73710102469603,1.8007534756318,2.1241,13.4234822798875,10.230955077145,50.2662812143456,0.398637086581266,2.52844138380577
mp-21497,Pb2SO5,1.97959665588725,2.00612605536143,1.96854726892701,3.2275,16.168336404752,11.2871956000007,2.92233608144808,0.739175483426692,1.69505071250086
mp-565616,La2CrO6,2.23014326669835,2.19777512498436,2.21111314274055,2.1854,9.57210066016553,6.08249396612633,6.9195485509715,18.4137189594684,0.198825433410985
mp-3536,MgAl2O4,1.75513805155036,1.75513797178455,1.75513802306257,5.1221,16.9962306898854,13.313616798845,3.65910667290541,0.379001302457894,2.91180410811527
mp-7258,K4SnO4,1.68359114098406,1.67979076673257,1.68451921627508,2.3968,11.8140756597899,9.65643256978704,17.4327209456781,0.470910819490915,2.18090772028638
mp-3070,Na2CO3,1.57437584140509,1.54961281615764,1.45481962799517,3.8761,12.9400501262614,11.7681091841562,21.2588241438197,0.628429095155619,1.63830870748442
mp-2980,Pr2Te4O11,2.10242408899822,2.25440653387981,2.03443860561089,3.4661,13.3115567662323,8.73536047916797,3.25766333109192,1.7553803821196,0.876645588818571
mp-21461,Rb2PbO3,2.09273220455939,1.87386455220221,1.80819241232785,1.236,11.0614074801214,7.93844915027567,29.2645908263661,0.520617431876762,1.95496721780772
mp-22939,BiClO,2.50708676754515,2.50708676754515,2.10043131523028,2.9598,13.4532885348703,8.07514398846561,2.40373907470456,0.612850269487399,2.04773846342504
mp-7560,LuBO3,1.84269264664512,1.85041644501988,1.78567626405236,5.6089,14.7123137404656,11.0893041001091,2.14604349448435,0.491130323967277,2.50209321997321
mp-557997,CaSeO3,1.78130913375528,1.92033835039558,1.87480565392789,4.3529,13.0838113322323,9.69851229271581,8.31713199873946,2.18317858872997,0.578281485160299
mp-22633,Pb3O4,2.40837154110407,2.38057953658348,2.38301124210525,1.1851,15.204690043397,9.06727319260131,2.640227814433,0.439203859663104,2.65560221690599
mp-29799,KBiO3,2.20082582454859,2.20082582454859,2.20082582454859,0.4914,4.32915161211334,2.76368648732492,4.31988577170734,0.416968084915444,2.62975268834565
mp-29871,Na4SeO5,1.72638206084285,1.70669251770786,1.69866607960482,1.3894,10.8337499037383,8.70737027425099,105.668054884364,0.565717485630134,1.77713036708407
mp-558751,Ca(BiO2)2,2.14981920635201,2.23179949368217,2.18862420483737,2.5543,11.6327249087198,7.456849637896,15.0965781456016,1.4467749420113,0.757432683969427
mp-27845,CaSe2O5,1.75198277674183,1.87190551043582,1.88270647207683,3.4822,12.2859025654479,9.21597481848203,8.66608337734285,1.95580480684653,0.626690848853376
mp-19683,Th(MoO4)2,1.9411241511042,1.96600174465843,1.88551521606165,3.721,11.1772111210761,7.99900802726538,15.7408424925622,19.5346147085383,0.114720182236119
mp-17464,SrGeO3,1.72182899847807,1.71681974883795,1.77661173304693,3.4356,14.3463230938073,11.3450408638052,5.12010475153332,0.464175940217066,2.34966402615765
mp-11183,Pr(BO2)3,1.84664006779881,1.84623240682207,1.75337018053804,5.4498,16.0674762753768,12.1798182435961,3.76414257383474,5.33069867087152,0.453257421735983
mp-8216,LaBO3,1.99064092191435,1.87926146131931,1.98532964769078,4.5018,10.5718160137226,7.49232570432022,14.7436609456363,34.217654462753,0.097050439342604
mp-559347,SiO2,1.531399758391,1.53088352920789,1.53088352920789,5.6873,14.4890412651493,13.1288218327321,9.40234956491365,0.513089248533859,2.05533506221108
mp-5401,Sr2B2O5,1.71947420742505,1.63790650832091,1.69221241869926,4.283,13.9505060614111,11.3987423228682,36.2049110497017,0.512328341362446,1.97949384208674
mp-20489,SrPbO3,2.5648582494945,2.6065947441058,2.59491920298109,0.8551,13.6277410576621,7.62814480605885,3.35874968495136,0.759824282811621,1.61382360167119
mp-16032,Pr2TeO2,2.67986624106503,2.6761649687566,2.48610311330805,2.1622,13.3460504004784,7.41395123242408,1.0582066142964,4.54290761812859,1.16511837868717
mp-559014,Nd4GeO8,2.09924140345983,2.02762632898668,2.04883965941701,3.53,14.6710730872827,9.91705462100607,318.205762687993,0.522862953341197,1.91568967262325
mp-556672,Sn(SeO3)2,1.86993692139601,1.86993692139601,1.86993692139601,2.6269,12.7231359198575,9.37866007031968,12.2818512096748,0.412420948740776,2.50612804424412
mp-504769,N2O5,1.75323849490022,1.75323805856478,1.72323849771295,0.7668,3.06133589471249,2.41423995035122,21.5408160558318,11.7175344820853,0.131765681939711
mp-13971,Nd2SeO2,2.37348399615418,2.37348455440519,2.38473686808419,2.684,13.9685696041609,8.36813744394283,1.45376412215304,0.657431048108812,2.20894156216761
mp-23207,ClO2,1.68721774232018,1.55488424649554,2.01148077047731,0.9701,6.80912794326755,5.34564757999527,4.91850010777191,14.2757956895992,0.273362648934903
mp-7405,SmAlO3,2.08889746995873,2.10830860407105,2.0667667454263,4.7758,16.3169347113478,10.8944374661885,2.5213032112623,1.06728171126003,1.33358003068132
mp-28380,Rb3TlO3,1.86879432255131,1.85517344202638,1.83825010811913,1.474,10.8532908522974,8.06445150150802,37.827370938795,0.48747255083137,2.07783344150615
mp-13514,NdBO3,1.89608189960244,1.87444388552979,1.91538777274995,5.1661,14.8122597411467,10.7828354405341,6.15731119923085,3.53109053722847,0.445607181914673
mp-680122,TlB5O8,1.61511436746752,1.71096822588849,1.67305531289315,5.2169,15.0785217384306,12.4492815858025,5.7000863915528,0.997542233356358,1.17789975965527
mp-3688,Er2Sn2O7,2.08840256655655,2.08840250670219,2.08840237741677,2.6793,16.2337808835653,10.8370698859069,1.83549615123872,0.333245549235835,3.5456020856715
mp-5899,NdAlO3,2.13394814135677,2.13746433654459,2.12002033244967,4.3719,16.7573322642374,10.9963197488538,1.90614818222448,1.0746279997652,1.45517275866439
mp-28853,LaAuO3,2.15721301451665,2.66851643052839,2.38240700343161,1.8035,10.6594025702281,6.33094111719677,6.36454963672171,12.3048127008413,0.238389322478578
mp-4531,NaNO3,1.52931700768676,1.54772426161768,1.38685864095805,3.23,10.5795028806975,9.91715346647476,171.063817365058,3.41307802821136,0.29883643622231
mp-558240,K3Al4P2O8F9,1.48206798764429,1.48745202275569,1.49397635858135,5.456,14.7174957129184,13.7975961576198,828.360301755902,0.537196382584509,1.8627238346098
mp-7027,InBO3,1.93988180825534,1.95207079021228,1.85443224195439,3.0417,17.9836458012015,12.9646834764227,2.45417244850725,0.474831211218571,2.51348084679907
mp-13975,Er2SeO2,2.35570602155702,2.35570560979083,2.34747250676126,2.2804,14.0267821385226,8.47331596670328,1.93350598170717,0.604617142447516,2.17113440508913
mp-680301,K3AsO4,1.59892876326621,1.59852491065982,1.59326912039366,3.4292,12.424635307318,10.7356690578901,27.361617100366,0.467464431100004,2.17574773784545
mp-5295,LaNbO4,2.1797908317084,2.17680526230529,2.14694108442686,4.0343,11.2627201807727,7.28215851038125,4.99607000401916,9.02499036674264,0.310960765866353
mp-4406,CaSO4,1.63575857020527,1.6429698414761,1.61665127965186,6.4095,14.2647549661219,12.0408017178975,8.63689921007604,0.536552993990709,1.97953109603228
mp-16280,Ca2Sb2O7,2.00847684079254,1.99237961995198,2.00222188830309,2.0585,14.0834143183827,9.76044371957309,4.98190823581384,0.333436685323147,3.19979641897834
mp-2345,Dy2O3,2.01195881916107,2.01195875454742,2.01195893596266,3.948,14.2043658081006,9.79680706218589,4.33103753276996,0.485201852601204,2.29188945861532
mp-18315,Cs6Si2O7,1.73953145128221,1.75770040109229,1.73839345086203,3.1656,11.5419009848779,9.09200464381569,6.78250182874151,0.41036222946432,2.58430966769737
mp-27484,Tl2O,3.56088672102891,3.5596865409752,3.65234303837961,0.5714,7.259281598442,3.18007854654611,2.11228641017867,0.185557238383603,5.86259332925561
mp-218,Sm2O3,2.04691413107634,2.04691417748766,2.04691422145629,3.8194,13.9089520272474,9.44866914084368,5.32328158885757,0.508997493721303,2.15250026493213
mp-561394,SrTeO3,1.88701575775085,1.82121755427516,1.85393702697799,3.4965,12.1097511528097,8.99812663619402,29.7579927042267,17.8575398327108,0.089603172249541
mp-19065,Ho6WO12,2.10911293201668,2.10202028772322,2.11340922445228,3.4706,12.7264379861561,8.42690112094636,4.46415632018564,8.30808446767562,0.344371181288905
mp-25146,V2PbO6,2.3246208637109,2.31438746107906,2.19796162159397,2.0598,11.3898190510681,7.06286784800948,75.9169151274153,25.9102369597468,0.05176707902398
mp-14387,Tb3Al5O12,1.91041112067534,1.91041123583379,1.91041122536484,4.473,15.5584760097514,11.2435401273483,3.50448812409786,1.07943447115594,1.21175940722549
mp-28653,NdTa3O9,2.29258056128896,2.39019305914815,2.24275524522851,3.3603,13.8434904372946,8.49393951770167,10.5605637298517,1.24038656095547,0.90089220055484
mp-560530,Nb2Cd2O7,2.55104850404691,2.47994767081888,2.52098685240522,2.4013,14.1743521087318,8.1109641300445,2.54486366220671,0.369805883947556,3.09706974650642
mp-30120,K3BiO4,1.81077776935769,1.85341779154081,1.78815245994294,1.1746,9.61639684458062,7.28182195719372,48.5158752643282,0.710054483154302,1.42895444240583
mp-3963,K2CO3,1.55160983175539,1.4413339515879,1.54821682912956,3.6392,12.7014987622012,11.6638101690052,41.8129413224668,0.629029415903355,1.61366681327203
mp-18960,ErVO4,2.02833476280421,2.11465179403135,2.05551706876883,2.9676,11.7172364399094,7.89498579544011,4.60129820735842,1.28456674460703,0.995802559156506
mp-17213,Cs4SnO4,1.78935140204489,1.81574339596761,1.8023024108068,2.3923,10.762608124618,8.21476714986678,34.1724113203524,0.388948082995961,2.60030059751479
mp-29888,Er(ClO4)3,1.60712753694285,1.60712758360996,1.67074671928452,5.0591,13.1375965650113,11.1145589060065,28.3009351306562,2.17400198146913,0.495315702961194
mp-28381,Cs3InO3,1.8850976473382,1.87747244986444,1.88370147050959,2.1186,11.4660319426803,8.40116580966119,21.1197205251302,0.4003703626476,2.54503648613317
mp-8809,BaLa2PtO5,2.47170502083076,2.35787752438501,2.35787752438501,2.6751,11.319341561774,6.73849848977428,3.27562425513074,1.00105522428007,1.30423120837192
mp-5586,NaErO2,1.95109619957602,1.86412105293621,1.92270809016866,4.0544,14.1853541217777,10.2402613623293,4.24426379063812,0.404032068005499,2.71066318693916
mp-4709,PrNbO4,2.19467649552275,2.15945382909661,2.13780416783203,3.7547,13.6949903481794,8.86820302106102,7.07904909912213,4.07348759320805,0.386751795264764
mp-556908,Nd5As4(ClO4)3,2.08338516362194,2.061173990715,2.06349086016876,3.7825,13.5614717115387,9.12538911416443,12.4240087956952,2.77823852189649,0.440429615884176
mp-27231,Li2TeO3,1.77413469612654,1.75841875843043,1.70661811486929,3.8743,11.2911827182269,8.88853047802948,5.41467409181624,7.02864729668385,0.326958209231629
mp-3164,BaSO4,1.66344709864787,1.66354234391554,1.67774018250741,6.0063,14.3257118692656,11.8139797819293,16.048490790342,0.499473105787043,2.06442095531219
mp-31068,P2Pb4O9,2.05978784344408,2.05188763824923,1.98481627109413,3.3293,16.18201430685,11.0628102829207,10.3485800582069,3.38136044925049,0.392370567917834
mp-19023,YbCrO4,1.90461770967299,1.96082807507441,1.92177061326268,2.3211,9.99159577040829,7.15662654997094,5.61951321338078,1.40937007959106,0.887488201849455
mp-19534,Tb2(MoO4)3,1.82842305006254,1.82269657924735,1.88151910168353,3.5796,11.3797542604876,8.49822423407891,63.0911035568207,2.20429347305125,0.469510196410534
mp-5767,DyPO4,1.79290873164252,1.84011295577201,1.80683810287474,5.887,15.6914592694404,11.9081456101149,4.48054772716777,0.498817750438289,2.22792720521472
mp-2973,Pr3Sb5O12,2.19416189466502,2.19416193796174,2.1941617716112,3.1727,13.4524823040367,8.60985272579621,5.63810488597758,3.53790533640421,0.460017686560469
mp-25168,CaV4(AgO6)2,2.21296498616675,2.21318698035209,2.21318698035209,1.8037,10.1225078280951,6.4319951096188,4.40853389520818,6.45059708172066,0.381857189142204
mp-565650,Ba2V3BiO11,2.03206558949262,2.02569697388331,2.04690133372373,3.0481,11.3661295931568,7.76129045673828,20.5543442826351,14.7043047944914,0.116658810939203
mp-19363,HgMoO4,2.22607370497924,2.20943364688782,2.41326998903977,2.4524,13.190284734456,8.16770364842166,3.01623485469118,1.47125041643032,1.01123311517124
mp-560587,Rb2Sb8O13,2.03315352838884,2.0236667413386,2.0681107368804,2.339,11.7427723446224,7.99517799748774,416.994380661422,1.45254683091771,0.69084407560221
mp-505284,Pb3(BrO)2,2.31546256717745,2.24365775242126,2.27669892607696,2.4374,15.0036292246691,9.30509765567569,5.96696381258483,1.25134555628946,0.966729189208917
mp-558137,AlBPbO4,1.97690172492211,2.03048842153803,2.05619792092104,2.7567,16.7436044046511,11.5014593347698,1.76983677288622,0.783714369459928,1.84099893045989
mp-555104,Na2Er2B2O7,1.81301965240314,1.79688932324726,1.78883796639047,4.3708,14.5084347591627,11.0909416625067,8.69077587940076,0.54421590870881,1.95257052968473
mp-11982,Sr2CaTeO6,1.92283555459119,1.92023776392404,1.91154567562483,3.2855,14.4119346357557,10.3761647226355,10.0504408824422,0.553834037237161,1.90509317962805
mp-8514,BaNd2PdO5,2.47871532250075,2.3370251517688,2.3370251517688,2.2812,12.8345077185826,7.67042553340221,3.95356174689285,4.28939750349,0.486069456873288
mp-17777,Sr5As3O12F,1.77026178572549,1.77026188175648,1.72646205286997,3.9254,14.0809087601704,11.0267161954167,19.8326443641279,0.490053040802586,2.09101735876417
mp-551250,ErBi2IO4,2.60680888252284,2.60676297541606,2.41296137349938,1.831,13.27482274826,7.5374967371176,9.11767334126164,0.295094659258589,3.49842023570082
mp-18258,Tb2BaO4,2.11166966640145,2.07355790128947,2.08291870220611,3.2026,13.7946331409292,9.20505109227147,3.26521021210759,0.825473622295443,1.51768474318907
mp-554142,Ge(TeO3)2,2.06365772355786,1.94226301257065,1.98985447206573,3.8567,13.4322028724091,9.31920374318525,6.33851550114678,3.12690073276769,0.477571130424991
mp-17065,Ho2SiO5,1.93419241803912,1.92654056017516,1.91483479705169,4.8796,15.0345862495603,10.7885554210762,39.4420338463409,0.518064673740255,1.95561459419118
mp-6280,Al2Si(O2F)2,1.63874141035125,1.64883200781644,1.64209177575433,5.6953,17.1967863045929,14.4084034140261,4.30355367345086,0.447821697555083,2.46539769986117
mp-375,UO3,2.57950736963475,2.57950736963475,2.57950736963475,1.7987,8.53175629912566,4.78913194722237,0.92728128755438,15.5681591079666,1.14265508725533
mp-27135,Bi(PO3)3,1.78471440292278,1.75352981725433,1.79095482075903,4.5406,14.6114531861013,11.3110858787544,7.28898503610214,5.50367693230815,0.318890023787852
mp-29983,Cs6Cl4O,1.63904912983107,1.63901738550877,1.6390822371071,1.984,9.54503638694578,8.01893856207864,34.744284227591,0.413843925054663,2.44515160332781
mp-557940,KNd(CO3)2,1.7111817933814,1.64316624539333,1.69852329686702,4.5673,13.7253646110783,11.2072887912627,83.2264920524586,3.06556695795583,0.338219338364712
mp-30990,K6Si2O7,1.58876116203789,1.59114653944883,1.59224950934205,3.5066,12.7759293666438,11.0864388088596,26.5013736319806,0.475742414975616,2.13971170405019
mp-10791,ErBO3,1.93561416609819,1.96098918915939,1.9407763240518,5.1529,15.9284258122082,11.3198334630237,20.4196248744601,3.0843459684705,0.373190340107685
mp-505127,MoAs2O7,1.94407621764169,1.77375428681653,1.92180325736013,2.8405,11.1850342465131,8.204242439448,15.8367511919283,94.1899836024422,0.073761104269683
mp-28904,Na2Te4O9,2.16222142483142,1.88342504761936,1.97911028242491,0.457100000000001,0.902174234681704,0.623250453047328,0.01787237113767,0.017658928425062,112.580862479375
mp-556797,K2Si3SnO9,1.6110165889897,1.61219062458507,1.60935313091938,3.9237,14.4609435629676,12.3772298589063,11.5327391741649,0.529151955497462,1.97652598692806
mp-13194,PrSbO4,2.15292771128062,2.1053256588946,2.14071428032795,2.242,14.0069241473166,9.1822240301169,5.99703524963174,0.578126872039648,1.89647319022782
mp-22328,K4PbO4,1.75993475163143,1.75810317103406,1.76119510560301,1.6961,10.5149405497441,8.21538737046221,27.0248121813125,0.581616726774641,1.7563483571629
mp-566728,Nd2Te2W2O13,2.14577168869384,2.1949513365904,2.12472100521457,3.4845,13.8345661517111,8.98972528678483,5.39354312882858,7.91437223503637,0.311759288621899
mp-8248,Rb2TeO3,1.66099953943401,1.65738536556831,1.61737809432427,3.706,10.7372517133217,8.98449517276674,11.1282303936844,1.67070721294889,0.688410468359356
mp-18610,Sm2SiSeO4,2.28716913016943,2.3057296914426,2.28986376450653,2.6092,15.1486328389656,9.34217238056147,59.5414532187586,1.17384736190105,0.868694538178016
mp-5158,KNO3,1.48911390430685,1.32046260833088,1.48909173659651,2.9193,10.2821396154132,10.1061029388993,35.3120574015153,2.58049850250699,0.415840961998156
mp-541240,Sb3O2F5,1.74421105087658,1.7948146895989,1.81644464545441,3.7777,12.3509846822128,9.5155282293336,30.1010460552439,14.709623937185,0.101204140143844
mp-13875,Al8(Pb3O7)3,2.08989519593687,2.08989519593687,2.08989519593687,2.8805,15.2013826492504,10.1416105413689,8.76933562535892,3.67347028732507,0.386255879746044
mp-16033,Sm2TeO2,2.69768802310423,2.69356004945128,2.48209055636574,2.16,13.8656103743028,7.67874055847623,1.25738983182077,13.3698996468924,0.870093180462773
mp-30993,LaIO,2.18637326639346,2.18637326639346,1.97314024843649,3.2887,9.0041750920465,5.94494054744259,1.27011296956293,15.9392900403636,0.850069591299859
mp-3273,Si5P6O25,1.59202650731701,1.59475533233158,1.57465060886534,5.5931,15.4655552080599,13.4537615863189,8.39658217183119,0.557492104767183,1.91284345325247
mp-555914,K2CaP2O7,1.58808555814855,1.58932297850374,1.58344564794628,4.8824,14.2332885286459,12.3834536750603,7.35505360304951,0.526575866711885,2.03502252466449
mp-21532,La2Ge2O7,1.97910418876824,1.96674577665747,1.96374482812814,3.6762,11.6958983663758,8.22023564942113,210.893523190468,0.586169661867992,1.71073244335116
mp-28202,K3NO4,1.58715161846624,1.58995321000336,1.59366649271421,3.6478,12.6022375992866,10.939218502502,49.7491722054969,0.549960569562195,1.83841301305423
mp-557650,Sr3P6(N4O3)2,1.95020913237529,1.9502092631305,1.85183133681229,4.507,15.8905427798663,11.4450331579992,121.844378194669,0.63518510771589,1.58255140564548
mp-561397,SO3,1.59250270329441,1.47170922739514,1.46367080315213,5.1816,12.6055536623709,11.6159608403521,13.0948944944747,1.07882085623233,1.00330359667893
mp-6755,KSn4(PO4)3,1.81651558484919,1.81788717471685,1.81075016774816,3.7554,14.3834428116209,10.9053390512815,5.2120488054445,1.97620187825121,0.697884307261108
mp-566057,UV2PbO9,2.25036984071508,2.11669160011561,2.14447325467118,2.1609,10.4162366800282,6.7278426013879,7.03770500802717,116.110043147077,0.150704294902325
mp-17914,CaGa4O7,1.85717038798275,1.82776405479482,1.81998839282013,2.5344,17.333346351032,13.0059378700931,36.9298944594335,0.369916545158595,2.73039077817147
mp-3808,K2UO4,2.0318234249068,2.02686973434407,1.81383140065443,2.0424,8.36471551302577,5.91237117889785,18.0473255716325,6708.56036351354,0.05555893528563
mp-5280,In2Ge2O7,1.95798060255969,2.00657880233994,1.98952712723401,1.7949,17.0069666228094,11.8729743421075,6.67823567852875,0.238865684432032,4.33619331065402
mp-555366,LiHo(PO3)4,1.64517488432081,1.6388635086547,1.64999608181353,5.9487,14.856506348369,12.4359251050351,28.4034443450716,0.547330537560139,1.86225652514455
mp-7064,Er2Si2O7,1.75502819920365,1.8134545624305,1.80720837758129,4.7942,14.6758861048741,11.2654434503018,5.07306657816629,0.49543664597549,2.21554097568295
mp-9127,Ba(SbO3)2,1.90495015157878,1.90494998097063,1.74925755107703,3.0411,12.9959668878326,9.66154857081664,5.21512606897262,0.46476604393962,2.3433701006457
mp-29892,LiSb3O8,2.09392623795586,2.10082363372083,2.14373766352136,0.974399999999999,13.3988704079369,8.85537429236882,1.87094969587112,0.325748419633091,3.6043416406922
mp-6441,K2PO3F,1.49198929285702,1.46224125574407,1.48696418921237,4.4626,13.4760462451335,12.711248715979,38.8377455879475,0.545799384017416,1.85792317234478
mp-28931,Ga2TeO6,2.13517021803883,2.13517021803883,2.19271584570368,0.7341,17.0075998036067,11.0550371670608,1.61828629775448,0.223857311140838,5.08506892436542
mp-12645,LiHoO2,1.92122611891469,1.91206653911416,1.93858153555635,4.0322,14.0354942123467,10.0775101151789,9.32781981882796,0.470174780833095,2.23407483452687
mp-557467,Li4Ca(BO3)2,1.58126333986468,1.68779030984302,1.66777902013426,4.7413,13.8959884151538,11.6249342284308,19.2981932430821,0.656846705365409,1.57424355778375
mp-8299,Sr4As2O,2.75504812480653,2.75461995926843,2.72668714193616,1.2501,10.40649648011,5.5654530626691,1.1169662202703,0.459933441367781,3.06950986067318
mp-17349,Na3In2(PO4)3,1.7112422125462,1.69814348039263,1.70245283635113,3.2432,15.6069131727844,12.593250684532,12.2725184315312,0.46793521400084,2.21853083981964
mp-560632,NaGaSiO4,1.64785002351549,1.64785001744698,1.6239588295274,3.8215,15.5604058152927,13.0654661938508,57.161684388564,0.462960740986961,2.17750460295608
mp-30298,KAsO2,1.84595177618485,1.63728353378393,1.76875304664049,3.8936,12.1630146140814,9.55169579784607,12.5648135947488,3.12128355356805,0.399968349953938
mp-557482,Ca5As3O12F,1.76129829955065,1.77553743413086,1.77567968958368,3.9967,14.0525928169423,10.9118469252651,24.9132312351512,0.521922079725083,1.9561341312531
mp-559186,BaBiBO4,2.16484926034124,1.90928161359188,1.91892360452416,3.601,13.0143421852137,9.03293966107088,6.53642548906461,1.24585170589928,0.955652564777323
mp-505734,Cs2SiO3,1.67000456286802,1.6618045733479,1.66344586927258,3.4156,11.568891031006,9.55936381633275,77.7656251448494,0.447964701813874,2.24517789493838
mp-19121,TbVO4,2.02203482660413,2.11111930264493,2.04930673887537,2.9845,11.6108879667424,7.84101380060359,4.67274103666522,1.25382373038765,1.01156742735435
mp-556234,Rb3Sb5O14,1.94418945836048,1.91243193081479,1.97126634932979,1.2379,12.762639542682,9.08339815560101,46.599955428592,0.342741729876398,2.93910805708488
mp-19037,K2W2O7,2.20717128016835,2.08054430378207,1.79846366935782,2.9468,13.5103437963271,9.25009985877952,520.129489946574,6305.47279469761,0.002081190549266
mp-555457,Te2S(O2F3)2,1.59626070552401,1.69666916928434,1.69565294798199,4.0355,12.7659811885946,10.5632419651018,6.2319399054173,5.41046151558332,0.345290794614216
mp-562338,USeO6,1.87532858720812,2.04965238760137,2.02637808170144,2.0194,7.46773125696177,5.21553873246539,10.9513672192364,15.0600703073698,0.157713552004582
mp-22450,Li2PbO3,2.35156763032663,2.31880748015009,2.38629124584574,1.1133,14.2171606797768,8.59051625872069,2.58341210808102,0.367587041563339,3.10752907483352
mp-3642,ScCuO2,2.47983812778173,2.47983760557017,2.3298996008412,2.3309,11.1356921535946,6.55431740872576,4.61912719872912,1.30195143804633,0.984568918410824
mp-17250,K3SbO3,1.72988997627017,1.72988997627017,1.72988997627017,3.2446,11.3446454983167,9.01550547941526,24.4753906530519,1.87755167327512,0.573465876701184
mp-5965,Tb3Ga5O12,2.03900506865481,2.03900518881145,2.0390050490374,3.2791,18.0734651140528,12.3194614247357,6.28507006596392,0.312946321162025,3.35454340537241
